Family,Major_Control,Sub-part,Title,Description,conlow,conmed,conhigh,integlow,integmed,integhigh,availlow,availmed,availhigh
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-3,PE-3a,PHYSICAL ACCESS CONTROL,Enforces physical access authorizations at [Assignment: organization-defined entry/exit points to the facility where the information system resides] by;,X,X,X,X,X,X,X,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-3,PE-3a.1,PHYSICAL ACCESS CONTROL,Verifying individual access authorizations before granting access to the facility; and,X,X,X,X,X,X,X,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-3,PE-3a.2,PHYSICAL ACCESS CONTROL,Controlling ingress/egress to the facility using [Selection (one or more): [Assignment: organization-defined physical access control systems/devices]; guards];,X,X,X,X,X,X,X,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-3,PE-3b,PHYSICAL ACCESS CONTROL,Maintains physical access audit logs for [Assignment: organization-defined entry/exit points];,X,X,X,X,X,X,X,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-3,PE-3c,PHYSICAL ACCESS CONTROL,Provides [Assignment: organization-defined security safeguards] to control access to areas within the facility officially designated as publicly accessible;,X,X,X,X,X,X,X,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-3,PE-3d,PHYSICAL ACCESS CONTROL,Escorts visitors and monitors visitor activity [Assignment: organization-defined circumstances requiring visitor escorts and monitoring];,X,X,X,X,X,X,X,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-3,PE-3e,PHYSICAL ACCESS CONTROL,"Secures keys, combinations, and other physical access devices;",X,X,X,X,X,X,X,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-3,PE-3f,PHYSICAL ACCESS CONTROL,Inventories [Assignment: organization-defined physical access devices] every [Assignment: organization-defined frequency]; and,X,X,X,X,X,X,X,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-3,PE-3g,PHYSICAL ACCESS CONTROL,"Changes combinations and keys [Assignment: organization-defined frequency] and/or when keys are lost, combinations are compromised, or individuals are transferred or terminated.",X,X,X,X,X,X,X,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-3 (1),PE-3 (1),INFORMATION SYSTEM ACCESS,The organization enforces physical access authorizations to the information system in addition to the physical access controls for the facility at [Assignment: organization-defined physical spaces containing one or more components of the information system].,+,+,X,+,+,X,,,
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-3 (2),PE-3 (2),FACILITY / INFORMATION SYSTEM BOUNDARIES,The organization performs security checks [Assignment: organization-defined frequency] at the physical boundary of the facility or information system for unauthorized exfiltration of information or removal of information system components.,,,,,,,,,
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-3 (3),PE-3 (3),CONTINUOUS GUARDS / ALARMS / MONITORING,"The organization employs guards and/or alarms to monitor every physical access point to the facility where the information system resides 24 hours per day, 7 days per week.",,,,,,,,,
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-3 (4),PE-3 (4),LOCKABLE CASINGS,The organization uses lockable physical casings to protect [Assignment: organization-defined information system components] from unauthorized physical access.,,,,,,,,,
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-3 (5),PE-3 (5),TAMPER PROTECTION,The organization employs [Assignment: organization-defined security safeguards] to [Selection (one or more): detect; prevent] physical tampering or alteration of [Assignment: organization-defined hardware components] within the information system.,,,,,,,,,
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-3 (6),PE-3 (6),FACILITY PENETRATION TESTING,"The organization employs a penetration testing process that includes [Assignment: organization-defined frequency], unannounced attempts to bypass or circumvent security controls associated with physical access points to the facility.",,,,,,,,,
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-4,PE-4,ACCESS CONTROL FOR TRANSMISSION MEDIUM,The organization controls physical access to [Assignment: organization-defined information system distribution and transmission lines] within organizational facilities using [Assignment: organization-defined security safeguards].,,X,X,,X,X,,,
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-5,PE-5,ACCESS CONTROL FOR OUTPUT DEVICES,The organization controls physical access to information system output devices to prevent unauthorized individuals from obtaining the output.,,X,X,,,,,,
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-5 (1),PE-5 (1),ACCESS TO OUTPUT BY AUTHORIZED INDIVIDUALS,The organization:,,,,,,,,,
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-5 (1),PE-5 (1)(a),ACCESS TO OUTPUT BY AUTHORIZED INDIVIDUALS,Controls physical access to output from [Assignment: organization-defined output devices]; and,,,,,,,,,
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-5 (1),PE-5 (1)(b),ACCESS TO OUTPUT BY AUTHORIZED INDIVIDUALS,Ensures that only authorized individuals receive output from the device.,,,,,,,,,
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-5 (2),PE-5 (2),ACCESS TO OUTPUT BY INDIVIDUAL IDENTITY,The information system:,,,,,,,,,
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-5 (2),PE-5 (2)(a),ACCESS TO OUTPUT BY INDIVIDUAL IDENTITY,Controls physical access to output from [Assignment: organization-defined output devices]; and,,,,,,,,,
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-5 (2),PE-5 (2)(b),ACCESS TO OUTPUT BY INDIVIDUAL IDENTITY,Links individual identity to receipt of the output from the device.,,,,,,,,,
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-5 (3),PE-5 (3),MARKING OUTPUT DEVICES,The organization marks [Assignment: organization-defined information system output devices] indicating the appropriate security marking of the information permitted to be output from the device.,,,,,,,,,
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-6,PE-6,MONITORING PHYSICAL ACCESS,The organization:,X,X,X,X,X,X,X,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-6,PE-6a,MONITORING PHYSICAL ACCESS,Monitors physical access to the facility where the information system resides to detect and respond to physical security incidents;,X,X,X,X,X,X,X,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-6,PE-6b,MONITORING PHYSICAL ACCESS,Reviews physical access logs [Assignment: organization-defined frequency] and upon occurrence of [Assignment: organization-defined events or potential indications of events]; and,X,X,X,X,X,X,X,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-6,PE-6c,MONITORING PHYSICAL ACCESS,Coordinates results of reviews and investigations with the organizational incident response capability.,X,X,X,X,X,X,X,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-6 (1),PE-6 (1),INTRUSION ALARMS / SURVEILLANCE EQUIPMENT,The organization monitors physical intrusion alarms and surveillance equipment.,,X,X,,X,X,,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-6 (2),PE-6 (2),AUTOMATED INTRUSION RECOGNITION / RESPONSES,The organization employs automated mechanisms to recognize [Assignment: organization-defined classes/types of intrusions] and initiate [Assignment: organization-defined response actions].,,,,,,,,,
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-6 (3),PE-6 (3),VIDEO SURVEILLANCE,The organization employs video surveillance of [Assignment: organization-defined operational areas] and retains video recordings for [Assignment: organization-defined time period].,,,,,,,,,
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-6 (4),PE-6 (4),MONITORING PHYSICAL ACCESS TO INFORMATION SYSTEMS,The organization monitors physical access to the information system in addition to the physical access monitoring of the facility as [Assignment: organization-defined physical spaces containing one or more components of the information system].,,,X,,,X,,,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-7,PE-7,VISITOR CONTROL,[Withdrawn: Incorporated into PE-2 and PE-3].,,,,,,,,,
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-8,PE-8,VISITOR ACCESS RECORDS,The organization:,X,X,X,X,X,X,X,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-8,PE-8a,VISITOR ACCESS RECORDS,Maintains visitor access records to the facility where the information system resides for [Assignment: organization-defined time period]; and,X,X,X,X,X,X,X,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-8,PE-8b,VISITOR ACCESS RECORDS,Reviews visitor access records [Assignment: organization-defined frequency].,X,X,X,X,X,X,X,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-8 (1),PE-8 (1),AUTOMATED RECORDS MAINTENANCE / REVIEW,The organization employs automated mechanisms to facilitate the maintenance and review of visitor access records.,,,X,,,X,,,
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-8 (2),PE-8 (2),PHYSICAL ACCESS RECORDS,[Withdrawn: Incorporated into PE-2].,,,,,,,,,
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-9,PE-9,POWER EQUIPMENT AND CABLING,The organization protects power equipment and power cabling for the information system from damage and destruction.,,,,,,,,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-9 (1),PE-9 (1),REDUNDANT CABLING,The organization employs redundant power cabling paths that are physically separated by [Assignment: organization-defined distance].,,,,,,,,,
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-9 (2),PE-9 (2),AUTOMATIC VOLTAGE CONTROLS,The organization employs automatic voltage controls for [Assignment: organization-defined critical information system components].,,,,,,,,,
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-10,PE-10,EMERGENCY SHUTOFF,The organization:,,,,,,,,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-10,PE-10a,EMERGENCY SHUTOFF,Provides the capability of shutting off power to the information system or individual system components in emergency situations;,,,,,,,,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-10,PE-10b,EMERGENCY SHUTOFF,Places emergency shutoff switches or devices in [Assignment: organization-defined location by information system or system component] to facilitate safe and easy access for personnel; and,,,,,,,,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-10,PE-10c,EMERGENCY SHUTOFF,Protects emergency power shutoff capability from unauthorized activation.,,,,,,,,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-10 (1),PE-10 (1),ACCIDENTAL / UNAUTHORIZED ACTIVATION,[Withdrawn: Incorporated into PE-10].,,,,,,,,,
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-11,PE-11,EMERGENCY POWER,The organization provides a short-term uninterruptible power supply to facilitate [Selection (one or more): an orderly shutdown of the information system; transition of the information system to long-term alternate power] in the event of a primary power source loss.,,,,,,,,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-11 (1),PE-11 (1),LONG-TERM ALTERNATE POWER SUPPLY - MINIMAL OPERATIONAL CAPABILITY,The organization provides a long-term alternate power supply for the information system that is capable of maintaining minimally required operational capability in the event of an extended loss of the primary power source.,,,,,,,,,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-11 (2),PE-11 (2),LONG-TERM ALTERNATE POWER SUPPLY - SELF-CONTAINED,The organization provides a long-term alternate power supply for the information system that is:,,,,,,,,,
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-11 (2),PE-11 (2)(a),LONG-TERM ALTERNATE POWER SUPPLY - SELF-CONTAINED,Self-contained;,,,,,,,,,
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-11 (2),PE-11 (2)(b),LONG-TERM ALTERNATE POWER SUPPLY - SELF-CONTAINED,Not reliant on external power generation; and,,,,,,,,,
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-11 (2),PE-11 (2)(c),LONG-TERM ALTERNATE POWER SUPPLY - SELF-CONTAINED,Capable of maintaining [Selection: minimally required operational capability; full operational capability] in the event of an extended loss of the primary power source.,,,,,,,,,
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-12,PE-12,EMERGENCY LIGHTING,The organization employs and maintains automatic emergency lighting for the information system that activates in the event of a power outage or disruption and that covers emergency exits and evacuation routes within the facility.,,,,,,,X,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-12 (1),PE-12 (1),ESSENTIAL MISSIONS / BUSINESS FUNCTIONS,The organization provides emergency lighting for all areas within the facility supporting essential missions and business functions.,,,,,,,,,
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-13,PE-13,FIRE PROTECTION,The organization employs and maintains fire suppression and detection devices/systems for the information system that are supported by an independent energy source.,,,,,,,X,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-13 (1),PE-13 (1),DETECTION DEVICES / SYSTEMS,The organization employs fire detection devices/systems for the information system that activate automatically and notify [Assignment: organization-defined personnel or roles] and [Assignment: organization-defined emergency responders] in the event of a fire.,,,,,,,,,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-13 (2),PE-13 (2),SUPPRESSION DEVICES / SYSTEMS,The organization employs fire suppression devices/systems for the information system that provide automatic notification of any activation to Assignment: organization-defined personnel or roles] and [Assignment: organization-defined emergency responders].,,,,,,,,,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-13 (3),PE-13 (3),AUTOMATIC FIRE SUPPRESSION,The organization employs an automatic fire suppression capability for the information system when the facility is not staffed on a continuous basis.,,,,,,,,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-13 (4),PE-13 (4),INSPECTIONS,The organization ensures that the facility undergoes [Assignment: organization-defined frequency] inspections by authorized and qualified inspectors and resolves identified deficiencies within [Assignment: organization-defined time period].,,,,,,,,,+
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-14,PE-14,TEMPERATURE AND HUMIDITY CONTROLS,The organization:,,,,,,,X,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-14,PE-14a,TEMPERATURE AND HUMIDITY CONTROLS,Maintains temperature and humidity levels within the facility where the information system resides at [Assignment: organization-defined acceptable levels]; and,,,,,,,X,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-14,PE-14b,TEMPERATURE AND HUMIDITY CONTROLS,Monitors temperature and humidity levels [Assignment: organization-defined frequency].,,,,,,,X,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-14 (1),PE-14 (1),AUTOMATIC CONTROLS,The organization employs automatic temperature and humidity controls in the facility to prevent fluctuations potentially harmful to the information system.,,,,,,,,,
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-14 (2),PE-14 (2),MONITORING WITH ALARMS / NOTIFICATIONS,The organization employs temperature and humidity monitoring that provides an alarm or notification of changes potentially harmful to personnel or equipment.,,,,,,,,,
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-15,PE-15,WATER DAMAGE PROTECTION,"The organization protects the information system from damage resulting from water leakage by providing master shutoff or isolation valves that are accessible, working properly, and known to key personnel.",,,,,,,X,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-15 (1),PE-15 (1),AUTOMATION SUPPORT,The organization employs automated mechanisms to detect the presence of water in the vicinity of the information system and alerts [Assignment: organization-defined personnel or roles].,,,,,,,,,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-16,PE-16,DELIVERY AND REMOVAL,"The organization authorizes, monitors, and controls [Assignment: organization-defined types of information system components] entering and exiting the facility and maintains records of those items.",X,X,X,X,X,X,X,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-17,PE-17,ALTERNATE WORK SITE,The organization:,,X,X,,X,X,,X,X
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-17,PE-17a,ALTERNATE WORK SITE,Employs [Assignment: organization-defined security controls] at alternate work sites;,,X,X,,X,X,,X,X
